Voter_Id,Election_Year,State,Sex,Age_Range,Candidate_Supported,perceptions_of_electoral_integrity_index,State_Electoral_Integrity,National_Electoral_Integrity,Laws_Discriminated,Laws_Favored_Incumbent,Laws_Restricted_Citizen_Rights,Electoral_Laws_Index,Election_Managed_Well,Voting_Information_Available,Election_Officials_Fair,Election_Followed_Law,Election_Procedures_Index,Boundaries_Discriminated,Boundaries_Favored_Incumbent,Boundaries_Impartial,Voting_District_Boundaries_Index,Citizens_Not_Found_in_Register,Register_Inaccurate,Ineligible_Voters_Registered,Voter_Registration_Index,Opposition_Prevented,Women_Provided_Opportunity,Leaders_Selected_Candidates,Campaign_Rallies_Restricted,Party/Candidate_Registration_Index,Newspapers_Balanced,Television_Favored_Incumbent,Media_Access_Fair,Media_Coverage_Fair,Social_Media_Exposed_Fraud,Media_Coverage_Index,Subsidy_Access_Fair,Donation_Access_Fair,Campaign_Accounts_Transparent,Elections_Bought_by_Rich,Resources_Improperly_Used,Campaign_Finance_Index,Voters_Threatened_with_Violence,Fradulent_Votes_Cast,Voting_Process_Easy,Choice_of_Candidates,Postal_Ballots_Available,Disabled_Provided_Access,Expatriates_Able_to_Vote,Internet_Ballots_Available,Voting_Process_Index,Ballot_Boxes_Secure,Results_Announced_Without_Delay,Vote_Count_Fair,International_Monitors_Restricted,Domestic_Monitors_Restricted,Vote_Count_Index,Results_Challenged,Protests_Peaceful,Protests_Violent,Dispute_Resolved_in_Courts,Election_Results_Index,Authorities_Impartial,Information_Distributed,Authorities_Scrutinized,Authorities_Performed_Well,Electoral_Authorities_Index,Election_Rigged,Deadlines_Restrictive,Voters_Waited,Voters_Intimidated,Multiple_Ballots_Cast,Machines_Accurate,Records_Secure,Votes_Counted_Quickly,Outcome_Reflected_Popular_Will
CLI-2026-04,2016,Massachusetts,Male,50-59,Clinton,75.77,10,4,Disagree,Strongly Disagree,Strongly Disagree,91.67,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,97.5,Disagree,Disagree,Agree,75,Don't Know,Don't Know,Don't Know,64.58,Strongly Disagree,Agree,Disagree,Strongly Disagree,85,Agree,Disagree,Agree,Agree,Disagree,65,Disagree,Agree,Agree,Disagree,Disagree,65,Strongly Disagree,Don't Know,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,76.09,Don't Know,Agree,Don't Know,Don't Know,Don't Know,79.25,Disagree,Strongly Agree,Disagree,Don't Know,55.94,Agree,Strongly Agree,Agree,Agree,81.25,Strongly Disagree,Disagree,Don't Know,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Massachusetts,Male,40-49,Clinton,50.51,8,5,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Neither Agree Nor Disagree,Strongly Agree,Disagree,25,Agree,Agree,Disagree,41.67,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,35,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,30,Disagree,Disagree,Strongly Disagree,Agree,Neither Agree Nor Disagree,25,Disagree,Neither Agree Nor Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,59.38,Agree,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,65,Disagree,Strongly Agree,Strongly Disagree,Neither Agree Nor Disagree,56.25,Agree,Agree,Neither Agree Nor Disagree,Agree,68.75,Disagree,Agree,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree
CLI-2026-04,2016,Massachusetts,Male,70-79,Clinton,71.89,10,9,Disagree,Disagree,Strongly Disagree,83.33,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Neither Agree Nor Disagree,Agree,Agree,50,Disagree,Disagree,Don't Know,74.17,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,95,Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Neither Agree Nor Disagree,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,78.13,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Disagree,85,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
STE-2026-01,2016,Massachusetts,Male,70-79,Stein,40.13,8,2,Strongly Agree,Strongly Agree,Strongly Agree,0,Don't Know,Disagree,Disagree,Don't Know,52.19,Strongly Agree,Strongly Agree,Strongly Disagree,0,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,66.67,Don't Know,Don't Know,Strongly Agree,Don't Know,48.5,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,10,Don't Know,Don't Know,Strongly Disagree,Strongly Agree,Agree,25.75,Don't Know,Don't Know,Neither Agree Nor Disagree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Disagree,Don't Know,Don't Know,45.47,Strongly Disagree,Agree,Don't Know,Don't Know,Don't Know,59.5,Don't Know,Strongly Agree,Don't Know,Don't Know,43.75,Don't Know,Don't Know,Don't Know,Don't Know,75,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Strongly Disagree,Don't Know,Don't Know,Agree,Strongly Disagree
N/A,2016,Massachusetts,Male,30-39,,,8,5,Disagree,Disagree,Disagree,75,Agree,Agree,Agree,Agree,75,Neither Agree Nor Disagree,Agree,Disagree,33.33,Don't Know,Don't Know,Don't Know,,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,90,Agree,Disagree,Agree,Neither Agree Nor Disagree,Disagree,60,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,68.75,Agree,Agree,Agree,Don't Know,Don't Know,,Disagree,Neither Agree Nor Disagree,Disagree,Agree,68.75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Neither Agree Nor Disagree,Don't Know,Don't Know,Disagree,Agree,Agree,Agree,Agree
CLI-2026-04,2016,Massachusetts,Male,50-59,Clinton,73.55,10,10,Agree,Neither Agree Nor Disagree,Disagree,50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Disagree,Agree,75,Disagree,Disagree,Strongly Disagree,83.33,Agree,Agree,Disagree,Disagree,60,Agree,Neither Agree Nor Disagree,Agree,Agree,Not Applicable,61.75,Agree,Agree,Agree,Agree,Disagree,65,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,84.38,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Disagree,89,Disagree,Strongly Agree,Agree,Agree,43.75,Agree,Strongly Agree,Agree,Strongly Agree,87.5,Strongly Disagree,Disagree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Massachusetts,Male,50-59,Clinton,62.24,8,5,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,41.67,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Disagree,Agree,Disagree,41.67,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,85,Neither Agree Nor Disagree,Disagree,Disagree,Disagree,Agree,50,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,20,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,75,Agree,Disagree,Agree,Don't Know,Strongly Disagree,70,Disagree,Agree,Disagree,Strongly Agree,68.75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
CLI-2026-04,2016,Michigan,Male,40-49,Clinton,67.55,8,8,Neither Agree Nor Disagree,Agree,Disagree,50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Don't Know,Disagree,Disagree,64.58,Disagree,Agree,Disagree,Disagree,75,Agree,Disagree,Agree,Agree,Disagree,65,Agree,Agree,Disagree,Disagree,Don't Know,62.75,Disagree,Don't Know,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,67.03,Don't Know,Agree,Agree,Don't Know,Disagree,77.5,Disagree,Agree,Disagree,Not Applicable,63.44,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Agree,Don't Know,Disagree,Agree,Agree,Agree,Agree
CLI-2026-04,2016,Michigan,Male,40-49,Clinton,76.15,10,9,Strongly Disagree,Agree,Neither Agree Nor Disagree,58.33,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Agree,Neither Agree Nor Disagree,Strongly Disagree,25,Disagree,Disagree,Strongly Disagree,83.33,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,80,Not Applicable,Strongly Agree,Strongly Disagree,Disagree,Disagree,60.75,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,78.13,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Strongly Disagree,95.5,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,56.25,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Agree,81.25,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Michigan,Male,40-49,Clinton,59.87,7,5,Agree,Agree,Disagree,41.67,Disagree,Agree,Agree,Agree,62.5,Agree,Strongly Agree,Disagree,16.67,Agree,Agree,Neither Agree Nor Disagree,33.33,Agree,Agree,Disagree,Strongly Disagree,70,Strongly Agree,Disagree,Agree,Agree,Disagree,70,Agree,Agree,Neither Agree Nor Disagree,Agree,Disagree,60,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Don't Know,Strongly Disagree,76.72,Don't Know,Agree,Agree,Don't Know,Don't Know,79,Agree,Agree,Disagree,Neither Agree Nor Disagree,43.75,Disagree,Agree,Neither Agree Nor Disagree,Agree,56.25,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Agree,Disagree
CLI-2026-04,2016,Michigan,Female,30-39,Clinton,54.16,7,7,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Strongly Agree,Agree,Agree,Agree,81.25,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,47.5,Don't Know,Agree,Don't Know,Don't Know,73.25,Disagree,Disagree,Disagree,Disagree,Disagree,35,Disagree,Disagree,Don't Know,Agree,Don't Know,33.5,Don't Know,Don't Know,Agree,Disagree,Don't Know,Don't Know,Don't Know,Don't Know,58.13,Don't Know,Agree,Agree,Disagree,Disagree,74.75,Agree,Agree,Agree,Agree,37.5,Don't Know,Don't Know,Agree,Agree,72.19,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree
CLI-2026-04,2016,Michigan,Female,40-49,Clinton,58.42,8,6,Strongly Disagree,Disagree,Agree,66.67,Agree,Agree,Agree,Agree,75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Strongly Disagree,61.67,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Disagree,Disagree,Agree,Neither Agree Nor Disagree,Disagree,50,Don't Know,Agree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,35.5,Disagree,Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,65.63,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,85,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,31.25,Disagree,Agree,Disagree,Neither Agree Nor Disagree,43.75,Strongly Disagree,Agree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
STE-2026-01,2016,Michigan,Male,50-59,Stein,15.31,1,1,Strongly Agree,Strongly Agree,Strongly Agree,0,Disagree,Disagree,Disagree,Disagree,25,Strongly Agree,Strongly Agree,Disagree,8.33,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,16.67,Strongly Agree,Disagree,Agree,Agree,15,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,5,Neither Agree Nor Disagree,Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,28.13,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Agree,15,Strongly Agree,Agree,Neither Agree Nor Disagree,Disagree,25,Strongly Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,12.5,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
N/A,2016,Michigan,Female,30-39,,64.95,10,10,Disagree,Disagree,Strongly Disagree,83.33,Agree,Agree,Agree,Agree,75,Don't Know,Don't Know,Don't Know,15.83,Don't Know,Don't Know,Don't Know,44.58,Don't Know,Don't Know,Don't Know,Don't Know,67,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Don't Know,Agree,Strongly Disagree,45.75,Don't Know,Don't Know,Don't Know,Strongly Disagree,Don't Know,65,Disagree,Disagree,Agree,Strongly Agree,Agree,Don't Know,Agree,Strongly Disagree,67.66,Strongly Agree,Agree,Strongly Agree,Don't Know,Don't Know,81,Don't Know,Disagree,Strongly Disagree,Agree,79.06,Agree,Agree,Agree,Agree,75,Strongly Disagree,Strongly Agree,Agree,Don't Know,Disagree,Agree,Agree,Agree,Don't Know
CLI-2026-04,2016,Michigan,Male,60-69,Clinton,45.79,8,8,Strongly Agree,Not Applicable,Strongly Agree,,Agree,Neither Agree Nor Disagree,Agree,Strongly Agree,75,Agree,Agree,Strongly Disagree,16.67,Strongly Agree,Strongly Agree,Disagree,25,Agree,Agree,Strongly Disagree,Strongly Disagree,65,Strongly Disagree,Not Applicable,Strongly Disagree,Disagree,Strongly Disagree,18.75,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neither Agree Nor Disagree,40,Don't Know,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,59.53,Don't Know,Strongly Disagree,Don't Know,Don't Know,Disagree,64.75,Strongly Agree,Strongly Agree,Disagree,Agree,37.5,Don't Know,Agree,Disagree,Neither Agree Nor Disagree,53.75,Disagree,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,Agree,Agree,Strongly Agree,Not Applicable
CLI-2026-04,2016,Michigan,Male,30-39,Clinton,56.12,8,7,Disagree,Agree,Neither Agree Nor Disagree,50,Neither Agree Nor Disagree,Agree,Agree,Agree,68.75,Strongly Agree,Strongly Agree,Disagree,8.33,Agree,Don't Know,Disagree,50.83,Don't Know,Strongly Agree,Disagree,Strongly Disagree,84.75,Agree,Don't Know,Neither Agree Nor Disagree,Agree,,57.75,Not Applicable,Neither Agree Nor Disagree,Disagree,Disagree,Disagree,54.25,Agree,Disagree,Neither Agree Nor Disagree,Strongly Agree,Disagree,Neither Agree Nor Disagree,Agree,Strongly Disagree,50,Agree,Strongly Disagree,Agree,Don't Know,Neither Agree Nor Disagree,52.75,Don't Know,Strongly Agree,Disagree,Don't Know,56.25,Agree,Neither Agree Nor Disagree,Agree,Agree,68.75,Disagree,Agree,Agree,Don't Know,Strongly Disagree,Agree,Don't Know,Disagree,Neither Agree Nor Disagree
CLI-2026-04,2016,Michigan,Male,30-39,Clinton,77.04,10,10,Agree,Disagree,Strongly Disagree,66.67,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Strongly Disagree,Strongly Agree,Disagree,41.67,Agree,Disagree,Strongly Disagree,66.67,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,95,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,55,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,80,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,81.25,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Strongly Disagree,Agree,Strongly Disagree,Agree,75,Strongly Agree,Agree,Agree,Agree,81.25,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
CLI-2026-04,2016,Michigan,Female,50-59,Clinton,48.67,5,5,Agree,Strongly Agree,Agree,16.67,Strongly Agree,Disagree,Don't Know,Agree,68.13,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Neither Agree Nor Disagree,Disagree,50,Don't Know,Agree,Don't Know,Don't Know,67.75,Disagree,Neither Agree Nor Disagree,Don't Know,Don't Know,Disagree,41.75,Don't Know,Don't Know,Disagree,Strongly Agree,Don't Know,37,Neither Agree Nor Disagree,Disagree,Agree,Agree,Agree,Don't Know,Don't Know,Don't Know,65.63,Don't Know,Disagree,Agree,Don't Know,Don't Know,63.25,Agree,Strongly Agree,Disagree,Don't Know,40.94,Agree,Disagree,Disagree,Neither Agree Nor Disagree,43.75,Disagree,Agree,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Agree,Strongly Disagree,Agree
N/A,2016,Michigan,Female,40-49,,57.04,8,8,Neither Agree Nor Disagree,Strongly Agree,Agree,25,Agree,Disagree,Agree,Agree,62.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,48.33,Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,75,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Don't Know,42.25,Agree,Disagree,Neither Agree Nor Disagree,Strongly Agree,Disagree,45,Disagree,Disagree,Agree,Strongly Agree,Agree,Don't Know,Strongly Agree,Strongly Disagree,70.47,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Disagree,Strongly Agree,Strongly Disagree,Disagree,50,Agree,Disagree,Agree,Agree,62.5,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Michigan,Male,40-49,Clinton,48.62,7,4,Agree,Strongly Agree,Agree,16.67,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Agree,81.25,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,49.17,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,95,Agree,Disagree,Disagree,Agree,Strongly Disagree,50,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Disagree,25,Agree,Disagree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,34.38,Agree,Disagree,Don't Know,Agree,Disagree,57,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,43.75,Agree,Strongly Agree,Disagree,Agree,68.75,Disagree,Strongly Agree,Agree,Agree,Disagree,Don't Know,Don't Know,Neither Agree Nor Disagree,Disagree
STE-2026-01,2016,Michigan,Male,50-59,Stein,67.53,8,8,Agree,Agree,Disagree,41.67,Agree,Strongly Agree,Agree,Agree,81.25,Disagree,Agree,Disagree,41.67,Agree,Disagree,Don't Know,47.08,Don't Know,Strongly Agree,Strongly Disagree,Don't Know,92,Agree,Don't Know,Neither Agree Nor Disagree,Agree,Don't Know,62.25,Neither Agree Nor Disagree,Agree,Agree,Disagree,Disagree,70,Strongly Disagree,Don't Know,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,72.19,Don't Know,Disagree,Agree,Don't Know,Don't Know,62,Disagree,Agree,Disagree,Don't Know,64.69,Agree,Strongly Agree,Agree,Agree,81.25,Strongly Disagree,Agree,Don't Know,Don't Know,Disagree,Agree,Agree,Strongly Disagree,Agree
CLI-2026-04,2016,Michigan,Female,30-39,Clinton,55.43,8,6,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Agree,Agree,Agree,Agree,75,Strongly Agree,Strongly Agree,Disagree,8.33,Don't Know,Don't Know,Don't Know,53.33,Disagree,Agree,Agree,Disagree,65,Agree,Neither Agree Nor Disagree,Agree,Agree,Disagree,60,Don't Know,Don't Know,Agree,Neither Agree Nor Disagree,Disagree,57.25,Agree,Don't Know,Agree,Agree,Disagree,Neither Agree Nor Disagree,Agree,Strongly Disagree,50.31,Agree,Strongly Disagree,Neither Agree Nor Disagree,Don't Know,Don't Know,54.75,Don't Know,Agree,Strongly Disagree,Neither Agree Nor Disagree,60.94,Neither Agree Nor Disagree,Agree,Agree,Agree,68.75,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree
CLI-2026-04,2016,Michigan,Male,70-79,Clinton,61.17,9,8,Disagree,Agree,Agree,41.67,Agree,Agree,Agree,Agree,75,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,61.67,Don't Know,Agree,Disagree,Don't Know,75,Disagree,Not Applicable,Agree,Agree,Disagree,53.5,Agree,Agree,Disagree,Neither Agree Nor Disagree,Don't Know,57.5,Don't Know,Disagree,Agree,Neither Agree Nor Disagree,Agree,Don't Know,Agree,Don't Know,63.75,Agree,Agree,Agree,Disagree,Disagree,75,Agree,Agree,Don't Know,Agree,51.88,Don't Know,Agree,Don't Know,Agree,72.5,Strongly Disagree,Agree,Don't Know,Don't Know,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Michigan,Male,70-79,Clinton,71.79,9,9,Disagree,Strongly Agree,Disagree,50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Agree,Strongly Agree,Disagree,8.33,Don't Know,Disagree,Disagree,66.67,Strongly Disagree,Strongly Agree,Disagree,Disagree,90,Agree,Disagree,Agree,Agree,Don't Know,65.75,Don't Know,Strongly Agree,Agree,Disagree,Strongly Disagree,79.5,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Disagree,82.81,Strongly Agree,Strongly Agree,Agree,Don't Know,Don't Know,85.75,Strongly Agree,Agree,Disagree,Agree,43.75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,Michigan,Female,30-39,Clinton,48.52,8,6,Agree,Disagree,Strongly Agree,33.33,Don't Know,Strongly Disagree,Neither Agree Nor Disagree,Disagree,33.44,Not Applicable,Not Applicable,Not Applicable,15.83,Don't Know,Don't Know,Don't Know,48.33,Don't Know,Don't Know,Don't Know,Don't Know,62.75,Disagree,Agree,Agree,Agree,Don't Know,45,Disagree,Disagree,Disagree,Agree,Agree,25,Agree,Don't Know,Agree,Agree,Agree,Agree,Don't Know,Don't Know,63.91,Agree,Disagree,Don't Know,Don't Know,Don't Know,65.25,Agree,Agree,Disagree,Don't Know,47.5,Don't Know,Don't Know,Don't Know,Don't Know,65,Don't Know,Don't Know,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree
CLI-2026-04,2016,Michigan,Female,50-59,Clinton,35.03,1,3,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,25,Strongly Agree,Strongly Agree,Strongly Disagree,0,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,40,Disagree,Agree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,35,Disagree,Disagree,Disagree,Agree,Neither Agree Nor Disagree,30,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,46.88,Strongly Disagree,Disagree,Strongly Agree,Don't Know,Don't Know,51.25,Strongly Agree,Agree,Don't Know,Strongly Disagree,26.25,Strongly Disagree,Don't Know,Strongly Disagree,Strongly Disagree,20,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Neither Agree Nor Disagree,Don't Know,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Disagree
CLI-2026-04,2016,Michigan,Male,50-59,Clinton,68.37,9,8,Disagree,Agree,Disagree,58.33,Strongly Agree,Agree,Strongly Agree,Agree,87.5,Strongly Agree,Strongly Agree,Disagree,8.33,Disagree,Strongly Disagree,Neither Agree Nor Disagree,75,Agree,Agree,Strongly Disagree,Disagree,70,Agree,Disagree,Strongly Agree,Agree,Disagree,70,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,50,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,75,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,90,Agree,Agree,Strongly Disagree,Strongly Agree,62.5,Agree,Agree,Agree,Strongly Agree,81.25,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree
TRU-2026-03,2016,Michigan,Male,50-59,Trump,60.2,7,7,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Agree,Neither Agree Nor Disagree,Agree,Agree,68.75,Agree,Agree,Disagree,25,Agree,Disagree,Disagree,58.33,Disagree,Agree,Disagree,Disagree,65,Disagree,Agree,Disagree,Agree,Agree,45,Agree,Disagree,Agree,Agree,Disagree,55,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither Agree Nor Disagree,68.75,Agree,Agree,Agree,Disagree,Disagree,75,Neither Agree Nor Disagree,Agree,Disagree,Agree,56.25,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree
